,OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost,Customer Names,Product Name,Region Name,county,state_code,state,type,latitude,longitude,area_code,population,households,median_income,land_area,water_area,time_zone,State
49351,SO - 0003274,2017-03-15,33,Wholesale,USD,NXH382,812,19,12,3912.8,46953.600000000006,1799.8880000000001,Cadila Ltd,Product 19,Hillsboro,Washington County,OR,Oregon,City,45.52289,-122.98983,503,102347,35284,67757,64707200,31207,America/Los Angeles,Oregon
49352,SO - 0004092,2017-03-15,43,Wholesale,USD,NXH382,591,3,8,247.9,1983.2,205.757,Pacific Ltd,Product 3,Grand Rapids,Kent County,MI,Michigan,City,42.96336,-85.66809,616,195097,73026,40355,115103540,2252017,America/Detroit,Michigan
49353,SO - 0005807,2017-03-15,126,Wholesale,USD,NXH382,787,25,11,1708.5,18793.5,1178.865,Rhynoodle Ltd,Product 25,Lorain,Lorain County,OH,Ohio,City,41.45282,-82.18237,440,63647,25218,35042,61313519,1228516,America/New York,Ohio
49354,SO - 0007430,2017-03-15,171,Distributor,USD,NXH382,790,3,8,944.7,7557.6,651.843,Accord Group,Product 3,Plain,Stark County,OH,Ohio,Township,40.8686,-81.36892,330,52710,21793,53010,70706745,423066,America/New York,Ohio
49355,SO - 0007471,2017-03-15,22,Wholesale,USD,NXH382,439,5,5,1065.3,5326.5,543.303,SAFEWAY Ltd,Product 5,Oak Park,Cook County,IL,Illinois,Village,41.88503,-87.7845,708,52287,21612,80196,12172451,0,America/Chicago,Illinois
49356,SO - 0007594,2017-03-15,115,Wholesale,USD,NXH382,213,14,9,167.5,1507.5,73.7,Dynazzy Company,Product 14,Vista,San Diego County,CA,California,City,33.20004,-117.24254,760,100890,30451,50601,48380231,0,America/Los Angeles,California
49357,SO - 000947,2017-03-15,27,Wholesale,USD,AXW291,688,4,11,2298.1,25279.1,988.183,Wise Company,Product 4,Hamilton,Mercer County,NJ,New Jersey,Township,40.20627,-74.67527,609,89030,33496,70996,102028629,2407916,America/New York,New Jersey
49358,SO - 0005823,2017-03-15,36,Wholesale,USD,GUT930,59,11,12,958.1,11497.2,440.72600000000006,Trunyx Ltd,Product 11,Chico,Butte County,CA,California,City,39.72849,-121.83748,530,90316,34791,42342,85341862,445536,America/Los Angeles,California
49359,SO - 0006304,2017-03-15,58,Wholesale,USD,AXW291,990,20,8,2492.4,19939.2,2043.768,Ozu Ltd,Product 20,Racine,Racine County,WI,Wisconsin,City,42.72613,-87.78285,262,77742,29851,41455,40111757,8282116,America/Chicago,Wisconsin
49360,SO - 0006472,2017-03-15,40,Wholesale,USD,AXW291,754,15,11,2907.8,31985.800000000003,1570.2120000000002,Twinte Group,Product 15,New Rochelle,Westchester County,NY,New York,City,40.91149,-73.78235,914,79846,28279,70036,26807094,7472696,America/New York,New York
49361,SO - 0009775,2017-03-15,3,Wholesale,USD,AXW291,697,21,6,2847.5,17085.0,2021.725,Ascend Ltd,Product 21,Newark,Essex County,NJ,New Jersey,City,40.73566,-74.17237,973,281944,92675,33139,62531085,4509710,America/New York,New Jersey
49362,SO - 0008287,2017-03-15,85,Wholesale,USD,AXW291,360,5,7,2010.0,14070.0,1045.2,Lazzy Group,Product 5,Macon,Bibb County,GA,Georgia,Other,32.808840000000004,-83.69419,478,153515,57025,36568,645603627,14488557,America/New York,Georgia
49363,SO - 0004405,2017-03-15,125,Wholesale,USD,AXW291,345,20,5,1038.5,5192.5,820.4150000000001,Zooveo Company,Product 20,Tampa,Hillsborough County,FL,Florida,City,27.94752,-82.45843,813,369075,142232,44185,293748385,160056620,America/New York,Florida
49364,SO - 0004459,2017-03-15,20,Wholesale,USD,NXH382,175,20,9,3919.5,35275.5,3018.015,Tagfeed Ltd,Product 20,San Buenaventura (Ventura),Ventura County,CA,California,City,34.26778,-119.25421,805,109708,41029,66995,56500370,27033715,America/Los Angeles,California
49365,SO - 0004950,2017-03-15,115,Distributor,USD,AXW291,278,6,9,3825.7000000000003,34431.3,3098.8170000000005,Dynazzy Company,Product 6,Wilmington,New Castle County,DE,Delaware,City,39.74595,-75.54659,302,71948,28881,40465,28241488,15639762,America/New York,Delaware
49366,SO - 0005075,2017-03-15,21,Wholesale,USD,AXW291,379,23,10,1252.9,12529.0,989.7910000000002,Viva Ltd,Product 23,West Des Moines,Madison County/Warren County/Dallas County/Polk County,IA,Iowa,City,41.54994,-93.78135,515,64113,25884,71200,120659778,2534589,America/Chicago,Iowa
49367,SO - 0005272,2017-03-15,47,Distributor,USD,AXW291,269,28,12,174.20000000000002,2090.4,123.682,Gigabox Group,Product 28,Stratford,Fairfield County,CT,Connecticut,Town,41.20569,-73.12799,203,52609,20714,66886,45291196,6294548,America/New York,Connecticut
49368,SO - 0006335,2017-03-15,128,Wholesale,USD,AXW291,704,8,8,1929.6000000000001,15436.800000000001,1080.5760000000002,Cantrell Company,Product 8,Perth Amboy,Middlesex County,NJ,New Jersey,City,40.50677,-74.26542,848,52682,16269,44024,12174994,3168582,America/New York,New Jersey
49369,SO - 0006856,2017-03-15,65,Wholesale,USD,GUT930,19,30,11,991.6,10907.6,644.5400000000001,CARDINAL Group,Product 30,Buckeye,Maricopa County,AZ,Arizona,City,33.37032,-112.58378,623,62138,15718,58939,1015960556,343920,America/Phoenix,Arizona
49370,SO - 000604,2017-03-15,60,Export,USD,GUT930,405,14,7,971.5,6800.5,534.325,BTA Corp,Product 14,Cicero (Township),Cook County,IL,Illinois,Township,41.84454,-87.75929,708,83886,21721,41866,15190700,0,America/Chicago,Illinois
49371,SO - 0001951,2017-03-15,131,Wholesale,USD,AXW291,707,14,10,6197.5,61975.0,3594.5499999999997,Rooxo Company,Product 14,Toms River,Ocean County,NJ,New Jersey,CDP,39.95373,-74.19792,848,89459,33222,72196,101105740,4623453,America/New York,New Jersey
49372,SO - 0003967,2017-03-15,77,Wholesale,USD,NXH382,87,13,9,1715.2,15436.800000000001,977.664,Valeant Corp,Product 13,Folsom,Sacramento County,CA,California,City,38.67796,-121.17606,916,76375,25879,100978,71762273,6107694,America/Los Angeles,California
49373,SO - 0006232,2017-03-15,111,Distributor,USD,GUT930,31,3,6,3912.8,23476.800000000003,1604.248,Buzzbean Group,Product 3,Phoenix,Maricopa County,AZ,Arizona,City,33.44838,-112.07404,602,1563025,525610,47326,1340692038,3247104,America/Phoenix,Arizona
49374,SO - 0007545,2017-03-15,76,Wholesale,USD,AXW291,167,6,6,5333.2,31999.199999999997,2986.592,NARS Group,Product 6,Riverside,Riverside County,CA,California,City,33.95333,-117.39611,951,322424,91267,57196,210379895,801713,America/Los Angeles,California
49375,SO - 0007811,2017-03-15,21,Wholesale,USD,GUT930,292,1,10,2418.7000000000003,24187.000000000004,1330.2850000000003,Viva Ltd,Product 1,Deerfield Beach,Broward County,FL,Florida,City,26.31841,-80.09977,954,79768,31915,40626,39084365,2996502,America/New York,Florida
49376,SO - 0010405,2017-03-15,7,Wholesale,USD,AXW291,990,27,10,2512.5,25125.0,1030.125,Skidoo Company,Product 27,Racine,Racine County,WI,Wisconsin,City,42.72613,-87.78285,262,77742,29851,41455,40111757,8282116,America/Chicago,Wisconsin
49377,SO - 0009684,2017-03-15,41,Wholesale,USD,FLR025,584,15,5,2365.1,11825.5,1702.8719999999998,Pixoboo Corp,Product 15,Clinton,Macomb County,MI,Michigan,Charter Township,42.59034,-82.91695,586,99889,42792,48466,72788664,729566,America/Detroit,Michigan
49378,SO - 0008603,2017-03-15,20,Wholesale,USD,GUT930,903,1,10,1842.5,18425.0,1087.075,Tagfeed Ltd,Product 1,North Richland Hills,Tarrant County,TX,Texas,City,32.8343,-97.2289,682,69204,24963,63766,46956207,113480,America/Chicago,Texas
49379,SO - 0001564,2017-03-15,169,Distributor,USD,AXW291,96,23,8,991.6,7932.8,823.028,Fivebridge Ltd,Product 23,Glendale,Los Angeles County,CA,California,City,34.14251,-118.25508,818,201020,71498,52574,78818661,337115,America/Los Angeles,California
49380,SO - 0002031,2017-03-15,96,Wholesale,USD,AXW291,757,13,11,5299.7,58296.7,4186.763,Thoughtmix Ltd,Product 13,Orangetown,Rockland County,NY,New York,Town,41.05369,-73.94809,845,50479,17922,92257,62323817,18826240,America/New York,New York
49381,SO - 0002319,2017-03-15,138,Wholesale,USD,GUT930,12,30,6,850.9,5105.4,646.684,Zoovu Corp,Product 30,Fort Smith,Sebastian County,AR,Arkansas,City,35.38592,-94.39855,501,88194,34780,35096,163578424,12876310,America/Chicago,Arkansas
49382,SO - 0007708,2017-03-15,162,Export,USD,AXW291,714,23,8,5869.2,46953.6,2347.68,Oba Company,Product 23,West New York,Hudson County,NJ,New Jersey,Town,40.78788,-74.01431,551,53366,19161,45370,2575149,864403,America/New York,New Jersey
49383,SO - 0010286,2017-03-15,160,Wholesale,USD,AXW291,661,5,6,1051.9,6311.400000000001,483.8740000000001,Browsebug Company,Product 5,Greenville,Pitt County,NC,North Carolina,City,35.61266,-77.36635,252,90597,35367,34435,90639335,1957937,America/New York,North Carolina
49384,SO - 0010774,2017-03-15,142,Wholesale,USD,GUT930,315,5,8,2385.2000000000003,19081.600000000002,1645.788,Skippad Ltd,Product 5,Miami Beach,Miami-Dade County,FL,Florida,City,25.79065,-80.13005,305,92312,43266,44342,19903821,19510956,America/New York,Florida
49385,SO - 0006661,2017-03-15,115,Wholesale,USD,AXW291,818,17,6,3370.1,20220.6,2257.967,Dynazzy Company,Product 17,Abington,Montgomery County,PA,Pennsylvania,Township,40.11242,-75.11564,445,55590,20911,77014,40200007,613,America/New York,Pennsylvania
49386,SO - 0007172,2017-03-15,140,Wholesale,USD,NXH382,109,1,6,194.3,1165.8000000000002,95.20700000000001,Safecor Corp,Product 1,Irvine,Orange County,CA,California,City,33.66946,-117.82311,949,256927,87235,92278,169856564,885912,America/Los Angeles,California
49387,SO - 0007634,2017-03-15,108,Wholesale,USD,NXH382,270,14,9,1085.4,9768.6,835.758,Vitz Company,Product 14,Stratford (CDP),Fairfield County,CT,Connecticut,CDP,41.18454,-73.13317,203,52092,20714,66886,45291196,6294548,America/New York,Connecticut
49388,SO - 0009638,2017-03-15,76,Wholesale,USD,AXW291,397,12,9,2807.3,25265.7,2049.329,NARS Group,Product 12,Bloomington City,McLean County,IL,Illinois,Township,40.47578,-88.96991,309,78292,31110,62254,70308044,24508,America/Chicago,Illinois
49389,SO - 000634,2017-03-16,129,Wholesale,USD,NXH382,117,23,5,757.1,3785.5,507.25700000000006,Sanum-Kehl Group,Product 23,Lancaster,Los Angeles County,CA,California,City,34.69804,-118.13674,661,161103,47427,47225,244230402,681671,America/Los Angeles,California
49390,SO - 000915,2017-03-16,127,Wholesale,USD,NXH382,843,6,9,1072.0,9648.0,857.6,Topco Company,Product 6,Rapid City,Pennington County,SD,South Dakota,City,44.08054,-103.23101,605,73569,28721,46966,141011704,204525,America/Denver,South Dakota
49391,SO - 0001686,2017-03-16,31,Distributor,USD,NXH382,437,18,9,1976.5,17788.5,1264.96,Golden Corp,Product 18,Northfield (Township),Cook County,IL,Illinois,Township,42.10881,-87.83476,847,87799,32220,97047,88751338,950333,America/Chicago,Illinois
49392,SO - 0001968,2017-03-16,169,Wholesale,USD,NXH382,4,13,9,3845.8,34612.200000000004,3230.472,Fivebridge Ltd,Product 13,Dothan,Dale County/Houston County/Henry County,AL,Alabama,City,31.2337,-85.40682,334,68567,25913,42426,232166237,835468,America/Chicago,Alabama
49393,SO - 0003678,2017-03-16,142,Wholesale,USD,NXH382,220,26,5,1232.8,6164.0,505.448,Skippad Ltd,Product 26,Woodland,Yolo County,CA,California,City,38.67852,-121.7733,530,58567,19547,55893,39642851,0,America/Los Angeles,California
49394,SO - 0006155,2017-03-16,149,Wholesale,USD,NXH382,22,26,7,1246.2,8723.4,573.2520000000001,Fred's Company,Product 26,Catalina Foothills,Pima County,AZ,Arizona,CDP,32.29785,-110.9187,520,50643,23495,78586,108445140,203235,America/Phoenix,Arizona
49395,SO - 0007610,2017-03-16,114,Distributor,USD,NXH382,700,13,9,991.6,8924.4,436.30400000000003,Terumo Corp,Product 13,Old Bridge (Township),Middlesex County,NJ,New Jersey,Township,40.40463,-74.30854,848,67215,24033,83750,98889327,7111492,America/New York,New Jersey
49396,SO - 0009394,2017-03-16,65,Wholesale,USD,NXH382,92,25,12,261.3,3135.6000000000004,193.362,CARDINAL Group,Product 25,Fullerton,Orange County,CA,California,City,33.87029,-117.92534,657,140847,45031,65974,58100816,28063,America/Los Angeles,California
49397,SO - 000882,2017-03-16,157,Export,USD,GUT930,568,1,10,3859.2000000000003,38592.0,2315.52,Flipstorm Group,Product 1,Bowie,Prince George's County,MD,Maryland,City,38.94278,-76.73028,301,58025,19885,105959,49107130,236872,America/New York,Maryland
49398,SO - 0003093,2017-03-16,66,Distributor,USD,NXH382,384,26,12,2010.0,24120.0,964.8,Bluezoom Group,Product 26,Nampa,Canyon County,ID,Idaho,City,43.54072,-116.56346,208,89839,28741,40060,81908344,377237,America/Boise,Idaho
49399,SO - 0003219,2017-03-16,10,Wholesale,USD,AXW291,623,27,5,1112.2,5561.0,878.638,Unit Ltd,Product 27,Lakeville,Dakota County,MN,Minnesota,City,44.64969,-93.24272,952,60633,19595,95130,93578276,4597185,America/Chicago,Minnesota
49400,SO - 0003687,2017-03-16,111,Wholesale,USD,GUT930,532,8,5,1051.9,5259.5,610.102,Buzzbean Group,Product 8,Kenner,Jefferson Parish,LA,Louisiana,City,29.99409,-90.24174,504,67091,25243,47527,38509845,630274,America/Chicago,Louisiana
49401,SO - 0004499,2017-03-16,119,Export,USD,AXW291,854,11,9,234.5,2110.5,175.875,Livepath Corp,Product 11,Memphis,Shelby County,TN,Tennessee,City,35.14953,-90.04898,901,655770,249775,36445,822013083,23171205,America/Chicago,Tennessee
49402,SO - 0004687,2017-03-16,74,Wholesale,USD,NXH382,918,4,6,1065.3,6391.799999999999,767.016,Dazzlesphe Corp,Product 4,Sugar Land,Fort Bend County,TX,Texas,City,29.61968,-95.63495,832,88156,27587,104939,87000646,5422337,America/Chicago,Texas
49403,SO - 0005235,2017-03-16,101,Wholesale,USD,GUT930,64,13,7,2412.0,16884.0,1712.52,Feednation Corp,Product 13,Clovis,Fresno County,CA,California,City,36.82523,-119.70292,559,104180,34512,62666,62693928,0,America/Los Angeles,California
49404,SO - 0010397,2017-03-16,49,Distributor,USD,AXW291,323,21,11,1078.7,11865.7,755.09,Skyvu Group,Product 21,Palm Beach Gardens,Palm Beach County,FL,Florida,City,26.82339,-80.13865,561,52923,22945,68802,145122054,631694,America/New York,Florida
49405,SO - 0001780,2017-03-16,27,Wholesale,USD,FLR025,421,25,5,174.20000000000002,871.0000000000001,85.358,Wise Company,Product 25,Joliet,Kendall County/Will County,IL,Illinois,City,41.5177,-88.14885,815,147861,46895,60976,166876584,1718805,America/Chicago,Illinois
49406,SO - 0003054,2017-03-16,100,Distributor,USD,NXH382,677,14,11,2318.2000000000003,25500.200000000004,1182.2820000000002,Aibox Company,Product 14,Nashua,Hillsborough County,NH,New Hampshire,City,42.76537,-71.46757,603,87970,34619,67246,79822530,2353137,America/New York,New Hampshire
49407,SO - 0004167,2017-03-16,122,Wholesale,USD,NXH382,682,23,7,1286.4,9004.800000000001,951.936,Brightdog Corp,Product 23,Clifton,Passaic County,NJ,New Jersey,City,40.85843,-74.16376,973,86334,29065,67992,29192132,405972,America/New York,New Jersey
49408,SO - 0004302,2017-03-16,48,Wholesale,USD,AXW291,23,19,5,1011.7,5058.5,455.26500000000004,Rochester Group,Product 19,Chandler,Maricopa County,AZ,Arizona,City,33.30616,-111.84125,480,260828,88973,72695,168153308,260378,America/Phoenix,Arizona
49409,SO - 0006735,2017-03-16,144,Export,USD,GUT930,883,9,6,180.9,1085.4,106.731,Wordpedia Ltd,Product 9,Georgetown,Williamson County,TX,Texas,City,30.63269,-97.67723,512,63716,22665,63041,134870286,5860683,America/Chicago,Texas
49410,SO - 0006858,2017-03-16,14,Wholesale,USD,AXW291,846,17,9,911.2,8200.800000000001,628.728,Alembic Ltd,Product 17,Chattanooga,Hamilton County,TN,Tennessee,City,35.04563,-85.30968,423,176588,70228,40177,370573763,19930234,America/New York,Tennessee
49411,SO - 0008583,2017-03-16,131,Wholesale,USD,AXW291,728,20,6,3979.8,23878.800000000003,1790.91,Rooxo Company,Product 20,Spring Valley,Clark County,NV,Nevada,CDP,36.10803,-115.245,702,183937,70748,50192,86125947,0,America/Los Angeles,Nevada
49412,SO - 0001232,2017-03-16,20,Wholesale,USD,GUT930,467,18,5,2586.2000000000003,12931.000000000002,1396.5480000000002,Tagfeed Ltd,Product 18,Wheaton,DuPage County,IL,Illinois,City,41.86614,-88.10701,630,53715,19281,85705,29257793,477162,America/Chicago,Illinois
49413,SO - 0001958,2017-03-16,165,Distributor,USD,NXH382,54,23,5,5172.400000000001,25862.000000000004,3258.6120000000005,Buzzshare Company,Product 23,Carlsbad,San Diego County,CA,California,City,33.15809,-117.35059,760,113453,42791,90597,97713477,3595655,America/Los Angeles,California
49414,SO - 0001986,2017-03-16,53,Export,USD,GUT930,92,2,10,221.1,2211.0,108.339,Kare Corp,Product 2,Fullerton,Orange County,CA,California,City,33.87029,-117.92534,657,140847,45031,65974,58100816,28063,America/Los Angeles,California
49415,SO - 0006104,2017-03-16,54,Distributor,USD,GUT930,34,25,10,3999.9,39999.0,2119.947,Revitol Company,Product 25,Surprise,Maricopa County,AZ,Arizona,City,33.63059,-112.33322,623,128422,45054,59916,279333692,295024,America/Phoenix,Arizona
49416,SO - 0008917,2017-03-16,53,Wholesale,USD,AXW291,723,25,9,1132.3,10190.699999999999,702.026,Kare Corp,Product 25,Las Vegas,Clark County,NV,Nevada,City,36.17497,-115.13722,702,623747,215614,50202,348034258,133982,America/Los Angeles,Nevada
49417,SO - 000113,2017-03-16,130,Export,USD,NXH382,39,6,7,1051.9,7363.300000000001,641.659,Jayo Company,Product 6,Alhambra,Los Angeles County,CA,California,City,34.09529,-118.12701,626,85551,29174,53582,19764230,1730,America/Los Angeles,California
49418,SO - 000505,2017-03-16,132,Wholesale,USD,GUT930,114,21,10,1045.2,10452.0,700.2840000000001,CLINIQUE Ltd,Product 21,Lake Forest,Orange County,CA,California,City,33.64697,-117.68922,949,82492,27044,91254,43081766,198785,America/Los Angeles,California
49419,SO - 0001545,2017-03-16,68,Wholesale,USD,AXW291,281,30,11,2010.0,22110.0,844.1999999999999,True Ltd,Product 30,Bonita Springs,Lee County,FL,Florida,City,26.33981,-81.7787,941,51704,19634,53955,100635620,20010277,America/New York,Florida
49420,SO - 0002990,2017-03-16,72,Export,USD,FLR025,289,16,6,5628.0,33768.0,4558.68,Wordware Company,Product 16,Coral Springs,Broward County,FL,Florida,City,26.27119,-80.2706,954,129485,40571,66430,61625913,520928,America/New York,Florida
49421,SO - 0004105,2017-03-16,150,Wholesale,USD,NXH382,668,16,8,2438.8,19510.4,1999.816,Zooxo Ltd,Product 16,Winston-Salem,Forsyth County,NC,North Carolina,City,36.09986,-80.24422,336,241218,93267,39882,343173025,3173027,America/New York,North Carolina
49422,SO - 0006500,2017-03-16,61,Distributor,USD,NXH382,497,28,8,3591.2000000000003,28729.600000000002,2082.896,Eidel Corp,Product 28,Muncie,Delaware County,IN,Indiana,City,40.19338,-85.38636,765,70087,27390,31044,70981203,510225,America/Indiana/Indianapolis,Indiana
49423,SO - 0008663,2017-03-16,140,Wholesale,USD,AXW291,535,16,7,241.20000000000002,1688.4,113.364,Safecor Corp,Product 16,Metairie,Jefferson Parish,LA,Louisiana,CDP,29.984090000000002,-90.15285,504,140074,59557,52421,60144259,109317,America/Chicago,Louisiana
49424,SO - 0009999,2017-03-16,158,Wholesale,USD,GUT930,538,25,10,2438.8,24388.0,1365.7280000000003,Linklinks Ltd,Product 25,Boston,Suffolk County,MA,Massachusetts,City,42.35843,-71.05977,857,667137,256294,55777,125219114,106849577,America/New York,Massachusetts
49425,SO - 0002302,2017-03-16,154,Export,USD,NXH382,122,2,5,241.20000000000002,1206.0,110.95200000000001,GOOD Ltd,Product 2,Lynwood,Los Angeles County,CA,California,City,33.93029,-118.21146,424,71989,15132,43109,12535643,0,America/Los Angeles,California
49426,SO - 0004003,2017-03-16,12,Distributor,USD,AXW291,783,2,12,2572.8,30873.600000000002,1183.488,Realcube Company,Product 2,Green,Hamilton County,OH,Ohio,Township,39.16502,-84.64162,513,58697,22813,70092,73493158,863,America/New York,Ohio
49427,SO - 0006214,2017-03-16,40,Wholesale,USD,AXW291,993,25,9,1065.3,9587.699999999999,490.038,Twinte Group,Product 25,Casper,Natrona County,WY,Wyoming,City,42.86663,-106.31308,307,60285,23814,57790,68507280,911081,America/Denver,Wyoming
49428,SO - 0009695,2017-03-16,141,Distributor,USD,NXH382,441,13,12,1005.0,12060.0,613.05,Skinder Group,Product 13,Orland,Cook County,IL,Illinois,Township,41.59859,-87.85041,708,99816,35941,82077,92383151,1860231,America/Chicago,Illinois
49429,SO - 0009319,2017-03-16,38,Distributor,USD,GUT930,806,3,8,1078.7,8629.6,442.267,Neutrogena Ltd,Product 3,Aloha,Washington County,OR,Oregon,CDP,45.49428,-122.86705,503,52902,17144,65765,19062307,0,America/Los Angeles,Oregon
49430,SO - 0010579,2017-03-16,154,Wholesale,USD,AXW291,791,19,7,5889.3,41225.1,4711.4400000000005,GOOD Ltd,Product 19,Springfield,Clark County,OH,Ohio,City,39.92423,-83.80882,937,59680,24558,32066,66171383,520462,America/New York,Ohio
49431,SO - 0009908,2017-03-16,156,Wholesale,USD,AXW291,17,19,11,5232.7,57559.7,2459.3689999999997,Actavis Company,Product 19,Springdale,Washington County/Benton County,AR,Arkansas,City,36.19007,-94.15943,501,77859,24882,42319,120346437,1247769,America/Chicago,Arkansas
49432,SO - 0009503,2017-03-16,94,Distributor,USD,AXW291,501,4,7,1058.6000000000001,7410.200000000001,561.0580000000001,Browsetype Corp,Product 4,North,Lake County,IN,Indiana,Township,41.61329,-87.47085,219,157105,58240,44334,137725287,14822486,America/Chicago,Indiana
49433,SO - 0009385,2017-03-16,18,Wholesale,USD,AXW291,523,18,6,984.9,5909.4,512.148,Omba Group,Product 18,Shawnee,Johnson County,KS,Kansas,City,39.04167,-94.72024,913,65046,23689,77271,108411317,2603995,America/Chicago,Kansas
49434,SO - 000432,2017-03-17,156,Distributor,USD,NXH382,205,19,6,938.0,5628.0,450.24,Actavis Company,Product 19,Turlock,Stanislaus County,CA,California,City,37.49466,-120.84659,209,72292,23983,51401,43830795,69528,America/Los Angeles,California
49435,SO - 0001361,2017-03-17,125,Wholesale,USD,NXH382,363,14,8,3276.3,26210.4,1539.861,Zooveo Company,Product 14,Sandy Springs,Fulton County,GA,Georgia,City,33.92427,-84.37854,678,105330,43058,63917,97526360,2245984,America/New York,Georgia
49436,SO - 0003946,2017-03-17,36,Export,USD,NXH382,967,14,10,1809.0,18090.0,1175.8500000000001,Trunyx Ltd,Product 14,Olympia,Thurston County,WA,Washington,City,47.03787,-122.9007,360,50302,20870,53617,47142335,4835501,America/Los Angeles,Washington
49437,SO - 0004710,2017-03-17,119,Wholesale,USD,NXH382,830,21,11,891.1,9802.1,525.749,Livepath Corp,Product 21,Reading,Berks County,PA,Pennsylvania,City,40.33565,-75.92687,610,87879,30090,26784,25567073,668285,America/New York,Pennsylvania
49438,SO - 0006373,2017-03-17,23,Wholesale,USD,NXH382,385,2,10,3028.4,30284.0,1877.608,Devpoint Group,Product 2,Pocatello,Power County/Bannock County,ID,Idaho,City,42.87158,-112.46556,208,54441,20428,40269,84203491,409684,America/Boise,Idaho
49439,SO - 0006452,2017-03-17,141,Wholesale,USD,NXH382,744,26,7,6338.2,44367.4,4817.032,Skinder Group,Product 26,Hamburg (Town),Erie County,NY,New York,Town,42.73911,-78.85713,716,58022,23895,62383,107025337,71731,America/New York,New York
49440,SO - 0010419,2017-03-17,14,Distributor,USD,NXH382,292,14,7,1172.5,8207.5,949.725,Alembic Ltd,Product 14,Deerfield Beach,Broward County,FL,Florida,City,26.31841,-80.09977,954,79768,31915,40626,39084365,2996502,America/New York,Florida
49441,SO - 0001146,2017-03-17,4,Wholesale,USD,GUT930,708,19,10,5118.8,51188.0,2457.024,Eire Corp,Product 19,Toms River (Township),Ocean County,NJ,New Jersey,Township,39.99426,-74.16615,848,90817,34605,71960,105099011,31878165,America/New York,New Jersey
49442,SO - 0004263,2017-03-17,49,Wholesale,USD,NXH382,473,24,7,6411.900000000001,44883.3,2564.76,Skyvu Group,Product 24,Bloomington,Monroe County,IN,Indiana,City,39.16533,-86.52639,812,84067,30232,30019,60221613,475857,America/Indiana/Indianapolis,Indiana
49443,SO - 0005576,2017-03-17,102,Wholesale,USD,AXW291,567,2,11,3892.7000000000003,42819.700000000004,2102.0580000000004,Linkbuzz Ltd,Product 2,Bethesda,Montgomery County,MD,Maryland,CDP,38.98067,-77.10026,301,62024,25007,144772,34323492,194871,America/New York,Maryland
49444,SO - 0006677,2017-03-17,39,Wholesale,USD,AXW291,810,26,9,958.1,8622.9,699.413,Kazu Corp,Product 26,Eugene,Lane County,OR,Oregon,City,44.05207,-123.08675,541,163460,66093,43101,114273476,58974,America/Los Angeles,Oregon
49445,SO - 0009494,2017-03-17,109,Export,USD,AXW291,433,3,10,3323.2000000000003,33232.0,2592.0960000000005,WOCKHARDT Group,Product 3,New Trier,Cook County,IL,Illinois,Township,42.1014,-87.74493,847,56499,19314,149837,41189481,826348,America/Chicago,Illinois
49446,SO - 0002881,2017-03-17,148,Distributor,USD,FLR025,697,16,9,1159.1000000000001,10431.900000000001,811.37,Jabbercube Corp,Product 16,Newark,Essex County,NJ,New Jersey,City,40.73566,-74.17237,973,281944,92675,33139,62531085,4509710,America/New York,New Jersey
49447,SO - 0006124,2017-03-17,158,Wholesale,USD,FLR025,950,2,12,1098.8,13185.599999999999,868.052,Linklinks Ltd,Product 2,Portsmouth,Portsmouth city,VA,Virginia,City,36.83543,-76.29827,757,96201,36757,45676,86247836,34658655,America/New York,Virginia
49448,SO - 0006165,2017-03-17,104,Wholesale,USD,AXW291,726,15,12,241.20000000000002,2894.4,103.71600000000001,Mydeo Ltd,Product 15,Reno,Washoe County,NV,Nevada,City,39.52963,-119.8138,775,241445,92283,47012,277887963,7380237,America/Los Angeles,Nevada
49449,SO - 0007850,2017-03-17,145,Distributor,USD,AXW291,722,5,10,2304.8,23048.0,1405.928,Janyx Group,Product 5,Henderson,Clark County,NV,Nevada,City,36.0397,-114.98194,702,285667,104492,63120,271160947,1272345,America/Los Angeles,Nevada
49450,SO - 0008030,2017-03-17,151,Export,USD,AXW291,961,26,9,5788.8,52099.200000000004,2431.296,Snaptags Ltd,Product 26,Federal Way,King County,WA,Washington,City,47.32232,-122.31262,253,95171,34117,55673,57690704,530889,America/Los Angeles,Washington
49451,SO - 0009533,2017-03-17,1,Wholesale,USD,AXW291,5,30,6,1333.3,7999.799999999999,1026.641,Geiss Company,Product 30,Hoover,Shelby County/Jefferson County,AL,Alabama,City,33.37695,-86.80558,205,84848,32789,77146,122016784,2553332,America/Chicago,Alabama
49452,SO - 000328,2017-03-17,172,Distributor,USD,NXH382,294,23,10,174.20000000000002,1742.0000000000002,120.19800000000001,BB17 Company,Product 23,Deltona,Volusia County,FL,Florida,City,28.90054,-81.26367,386,88474,29496,42077,96463097,9151359,America/New York,Florida
49453,SO - 000500,2017-03-17,80,Wholesale,USD,AXW291,134,26,9,3946.3,35516.700000000004,2131.0020000000004,Realbuzz Ltd,Product 26,Murrieta,Riverside County,CA,California,City,33.55391,-117.21392,951,109830,32685,74610,87023902,93770,America/Los Angeles,California
